# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/work/geisingerlab/Mark/REF_GENOMES/17978-mff/NZ_CP012004.gtf" "-o" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/featurecounts/counts.txt" "-p" "-t" "transcript" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_3Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_3Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_3Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_3Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_3Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_3Aligned.sortedByCoord.out.bam
gene-ACX60_RS00990	NZ_CP012004.1	219683	220036	+	354	52	70	75	48	37	60	50	35	62
gene-ACX60_RS00995	NZ_CP012004.1	220089	220430	+	342	43	72	116	62	51	72	55	44	65
gene-ACX60_RS01000	NZ_CP012004.1	220480	221154	-	675	208	356	360	235	254	325	272	245	326
gene-ACX60_RS01005	NZ_CP012004.1	221417	222499	+	1083	1539	2393	2115	2507	2621	2857	2205	2488	2334
gene-ACX60_RS01010	NZ_CP012004.1	222646	224010	+	1365	2546	3578	3332	3323	3390	3204	3271	3715	4596
gene-ACX60_RS01015	NZ_CP012004.1	224062	224643	+	582	3398	5904	6538	4265	3811	5197	3667	3947	4952
gene-ACX60_RS01020	NZ_CP012004.1	224684	225007	-	324	212	272	348	164	179	184	370	435	425
gene-ACX60_RS01025	NZ_CP012004.1	225004	225699	-	696	688	931	1033	468	428	549	1212	1648	1450
gene-ACX60_RS01030	NZ_CP012004.1	225768	226316	+	549	319	397	412	336	316	285	345	413	469
gene-ACX60_RS01035	NZ_CP012004.1	226622	228064	+	1443	448	696	583	406	398	612	582	554	715
gene-ACX60_RS01040	NZ_CP012004.1	228129	229628	-	1500	729	1084	1072	902	835	938	768	869	1062
gene-ACX60_RS01045	NZ_CP012004.1	229785	231077	+	1293	758	887	1009	606	467	1122	740	919	1026
gene-ACX60_RS01050	NZ_CP012004.1	231074	232522	+	1449	3956	5514	4857	5449	5960	5798	3572	4412	4887
gene-ACX60_RS01055	NZ_CP012004.1	232627	233601	-	975	453	676	671	457	534	536	465	405	629
gene-ACX60_RS01060	NZ_CP012004.1	233622	234248	-	627	623	1040	1214	722	704	821	541	774	877
gene-ACX60_RS01065	NZ_CP012004.1	234526	235398	+	873	171	280	239	237	278	236	221	247	267
gene-ACX60_RS01070	NZ_CP012004.1	235838	237136	+	1299	3275	4809	4342	4762	5369	4935	5967	6978	7010
gene-ACX60_RS01075	NZ_CP012004.1	237141	237968	+	828	399	633	544	547	573	600	826	768	955
gene-ACX60_RS01080	NZ_CP012004.1	237977	238402	+	426	159	286	290	242	292	261	329	265	353
gene-ACX60_RS01085	NZ_CP012004.1	238631	239014	-	384	180	256	314	212	135	418	489	502	596
gene-ACX60_RS19405	NZ_CP012004.1	239190	239321	+	132	0	1	0	0	1	0	0	0	1
gene-ACX60_RS01090	NZ_CP012004.1	239325	239400	-	76	324	410	551	543	450	655	644	626	760
gene-ACX60_RS01095	NZ_CP012004.1	239525	240769	-	1245	797	1044	1034	1570	1411	1575	1248	1198	1532
gene-ACX60_RS01100	NZ_CP012004.1	240908	241828	+	921	152	264	257	182	183	173	193	178	195
gene-ACX60_RS01105	NZ_CP012004.1	241825	242712	-	888	96	147	160	133	113	123	98	99	159
gene-ACX60_RS01110	NZ_CP012004.1	242941	243684	+	744	450	648	788	417	389	468	380	366	544
gene-ACX60_RS01115	NZ_CP012004.1	243709	244101	+	393	74	190	188	80	89	109	85	86	145
gene-ACX60_RS01120	NZ_CP012004.1	244147	245148	-	1002	241	308	254	268	286	243	256	287	315
gene-ACX60_RS01125	NZ_CP012004.1	245260	246162	-	903	278	389	444	285	264	312	389	352	455
gene-ACX60_RS01130	NZ_CP012004.1	246285	247085	-	801	59	76	103	40	61	58	84	36	61
gene-ACX60_RS01135	NZ_CP012004.1	247775	248326	+	552	0	2	7	1	6	4	4	12	8
gene-ACX60_RS01140	NZ_CP012004.1	248399	248815	-	417	25	42	34	17	10	48	33	25	26
gene-ACX60_RS01145	NZ_CP012004.1	248927	249241	+	315	7	14	20	14	4	16	22	33	24
gene-ACX60_RS01150	NZ_CP012004.1	249321	249983	-	663	36	53	76	60	21	73	94	49	86
gene-ACX60_RS01155	NZ_CP012004.1	250063	250425	+	363	30	43	106	34	38	53	28	16	36
gene-ACX60_RS01160	NZ_CP012004.1	250422	251573	+	1152	354	615	577	503	407	534	370	426	558
gene-ACX60_RS01165	NZ_CP012004.1	251557	252438	+	882	231	409	544	369	237	431	404	363	445
gene-ACX60_RS01170	NZ_CP012004.1	252515	252721	-	207	24	21	39	23	23	29	41	32	36
gene-ACX60_RS01175	NZ_CP012004.1	252749	253084	-	336	25	42	63	30	26	61	40	54	28
gene-ACX60_RS01180	NZ_CP012004.1	253202	253759	+	558	76	80	118	79	51	60	60	82	79
gene-ACX60_RS01185	NZ_CP012004.1	253932	254888	+	957	16	28	24	16	2	12	20	26	31
gene-ACX60_RS01190	NZ_CP012004.1	254882	255340	+	459	11	28	19	18	10	17	18	10	25
gene-ACX60_RS01195	NZ_CP012004.1	255422	255763	+	342	36	48	56	40	35	46	55	72	70
gene-ACX60_RS01200	NZ_CP012004.1	255822	256484	-	663	46	63	118	80	54	90	93	100	89
gene-ACX60_RS01205	NZ_CP012004.1	256574	257386	-	813	50	97	111	89	61	87	73	69	101
gene-ACX60_RS01210	NZ_CP012004.1	257523	257612	-	90	17	25	26	27	21	35	29	29	26
gene-ACX60_RS01215	NZ_CP012004.1	257731	259608	+	1878	4855	7056	7017	6087	6317	6460	5017	5328	6162
gene-ACX60_RS01220	NZ_CP012004.1	259664	260107	-	444	2874	4483	4047	7267	9464	6887	941	1185	1591
gene-ACX60_RS01225	NZ_CP012004.1	260363	261442	+	1080	1454	2054	2271	2346	2082	2417	2303	2198	2493
gene-ACX60_RS01230	NZ_CP012004.1	261539	262138	+	600	88	115	91	119	120	141	175	176	192
gene-ACX60_RS01235	NZ_CP012004.1	262184	262426	+	243	106	171	241	163	142	160	133	172	125
gene-ACX60_RS01240	NZ_CP012004.1	262605	263294	-	690	2148	3598	2773	4185	4984	4487	2293	3002	3221
gene-ACX60_RS01245	NZ_CP012004.1	263427	264431	-	1005	116	222	162	142	99	124	146	111	148
gene-ACX60_RS01250	NZ_CP012004.1	264541	265179	+	639	45	85	66	60	59	47	41	52	61
gene-ACX60_RS01255	NZ_CP012004.1	265221	265979	-	759	2645	3729	3449	2807	3248	3102	2264	2354	2947
gene-ACX60_RS01260	NZ_CP012004.1	266092	267042	+	951	1070	1497	1574	1426	1465	1446	1254	1360	1545
gene-ACX60_RS01265	NZ_CP012004.1	267055	267684	+	630	428	625	672	538	584	526	505	542	596
gene-ACX60_RS01270	NZ_CP012004.1	267721	268113	+	393	404	736	1050	899	716	1260	926	896	991
gene-ACX60_RS01275	NZ_CP012004.1	268117	268428	+	312	158	261	286	303	249	365	236	269	298
gene-ACX60_RS01280	NZ_CP012004.1	268454	269356	-	903	179	215	170	209	192	205	261	338	334
gene-ACX60_RS01285	NZ_CP012004.1	269455	270006	+	552	91	123	201	137	111	194	170	162	238
gene-ACX60_RS01290	NZ_CP012004.1	270074	270805	-	732	1194	2193	2111	2253	2321	2363	1687	1910	2072
gene-ACX60_RS01295	NZ_CP012004.1	270900	271541	-	642	117	172	249	186	149	237	290	213	253
gene-ACX60_RS01300	NZ_CP012004.1	271628	272176	-	549	524	873	986	659	468	833	1070	1144	1370
gene-ACX60_RS01305	NZ_CP012004.1	272330	272947	-	618	1508	2144	1921	1997	2247	1868	1410	1677	2071
gene-ACX60_RS01310	NZ_CP012004.1	272947	273540	-	594	2006	2578	3033	2731	2560	2908	2592	2846	3277
gene-ACX60_RS01315	NZ_CP012004.1	273643	274026	+	384	1402	2123	2252	1705	1779	1886	1607	1789	2067
gene-ACX60_RS01320	NZ_CP012004.1	274132	274207	+	76	94	202	198	298	249	238	175	273	297
gene-ACX60_RS01325	NZ_CP012004.1	274334	274409	+	76	8	23	34	21	25	32	26	35	26
gene-ACX60_RS01330	NZ_CP012004.1	274581	275012	-	432	142	224	229	139	177	129	164	141	190
gene-ACX60_RS01335	NZ_CP012004.1	275143	276657	-	1515	3735	6529	5462	3769	4381	3735	3907	4990	5319
gene-ACX60_RS19415	NZ_CP012004.1	276693	276785	-	93	0	1	0	0	0	0	3	0	0
gene-ACX60_RS01340	NZ_CP012004.1	276849	278306	-	1458	5538	8544	7637	8121	8551	7798	7810	8568	9775
gene-ACX60_RS01345	NZ_CP012004.1	278324	279088	-	765	6948	10668	10654	9926	10071	9992	9330	10647	11670
gene-ACX60_RS01350	NZ_CP012004.1	279744	282092	+	2349	7884	12442	12151	11811	12877	13092	8470	9987	10281
gene-ACX60_RS01355	NZ_CP012004.1	282395	284584	+	2190	243	359	381	304	395	301	201	196	277
gene-ACX60_RS01360	NZ_CP012004.1	284652	285542	-	891	2560	4002	4014	3592	3694	4210	2389	2836	2896
gene-ACX60_RS01365	NZ_CP012004.1	285816	286241	-	426	13	27	33	17	36	36	31	38	41
gene-ACX60_RS01370	NZ_CP012004.1	286238	286573	-	336	10	11	22	8	12	18	6	12	10
gene-ACX60_RS01375	NZ_CP012004.1	286874	287821	+	948	328	358	454	344	302	320	353	339	375
gene-ACX60_RS01380	NZ_CP012004.1	287943	289220	-	1278	1236	1566	1729	1093	1088	1223	871	1009	1273
gene-ACX60_RS01385	NZ_CP012004.1	289518	291179	+	1662	21920	32544	34673	32671	30902	38414	26274	30803	34117
gene-ACX60_RS01390	NZ_CP012004.1	291222	291602	-	381	1012	1583	1926	752	800	949	1012	1172	1426
gene-ACX60_RS01395	NZ_CP012004.1	291945	292637	-	693	110	156	236	165	148	237	124	123	185
gene-ACX60_RS01400	NZ_CP012004.1	292786	293184	+	399	713	971	1512	991	670	1175	1595	1673	1506
gene-ACX60_RS01405	NZ_CP012004.1	293239	294654	+	1416	704	1076	1153	1018	1052	995	1321	1693	1548
gene-ACX60_RS01410	NZ_CP012004.1	294657	295874	+	1218	301	510	587	321	415	429	423	486	604
gene-ACX60_RS01415	NZ_CP012004.1	295864	299022	+	3159	1951	2754	3114	2488	2443	2688	2598	3379	3661
gene-ACX60_RS01420	NZ_CP012004.1	299155	300111	+	957	646	984	1157	977	917	1095	1258	1510	1357
gene-ACX60_RS01425	NZ_CP012004.1	300130	300468	-	339	274	420	567	416	459	473	283	379	476
gene-ACX60_RS01430	NZ_CP012004.1	300742	301689	+	948	483	765	652	492	399	492	363	410	439
gene-ACX60_RS01435	NZ_CP012004.1	301783	301858	-	76	107	196	164	185	207	253	182	229	207
gene-ACX60_RS01440	NZ_CP012004.1	301887	301962	-	76	169	275	272	298	317	372	223	323	354
gene-ACX60_RS01445	NZ_CP012004.1	302097	302981	-	885	88	107	149	120	50	116	74	107	81
gene-ACX60_RS01450	NZ_CP012004.1	303101	304519	-	1419	3658	5132	5120	5640	5170	5906	5406	5639	6512
gene-ACX60_RS01455	NZ_CP012004.1	304651	304726	-	76	1051	1379	1116	1515	1089	1531	1680	1735	1994
gene-ACX60_RS01460	NZ_CP012004.1	304752	304827	-	76	206	326	380	333	278	465	417	451	439
gene-ACX60_RS01465	NZ_CP012004.1	304885	306393	-	1509	7864	11249	12138	8504	7571	10084	8776	9581	10793
gene-ACX60_RS01470	NZ_CP012004.1	306510	306809	-	300	2931	4515	5349	3714	2679	4304	5513	4789	5200
gene-ACX60_RS01475	NZ_CP012004.1	307206	308207	+	1002	238	472	507	204	174	245	240	260	296
gene-ACX60_RS01480	NZ_CP012004.1	308430	309353	+	924	1996	3306	3180	2349	2330	2744	1394	1341	2089
gene-ACX60_RS01485	NZ_CP012004.1	309353	309685	+	333	515	712	884	883	794	1010	663	670	843
gene-ACX60_RS01490	NZ_CP012004.1	309697	311529	+	1833	6001	8615	8947	8818	8947	9736	6404	7060	8327
gene-ACX60_RS01495	NZ_CP012004.1	311533	313032	+	1500	3847	5338	6064	5483	5220	6092	4034	4335	4944
gene-ACX60_RS01500	NZ_CP012004.1	313041	314441	+	1401	4146	5925	6765	6198	6238	7291	4937	5348	5799
gene-ACX60_RS01505	NZ_CP012004.1	314442	315560	+	1119	6727	10205	9673	10262	10754	11067	7485	8718	8676
gene-ACX60_RS01510	NZ_CP012004.1	315621	315953	+	333	90	147	239	133	78	135	100	116	146
gene-ACX60_RS01515	NZ_CP012004.1	315956	316780	+	825	791	1193	1304	884	931	1130	748	823	990
gene-ACX60_RS01520	NZ_CP012004.1	316798	319353	-	2556	7847	11013	11162	12368	13013	12490	8548	9189	10509
gene-ACX60_RS01525	NZ_CP012004.1	319516	320574	+	1059	433	546	779	381	301	399	716	648	726
gene-ACX60_RS01530	NZ_CP012004.1	320574	321215	+	642	79	122	106	44	84	78	134	129	121
gene-ACX60_RS01535	NZ_CP012004.1	321212	321952	+	741	71	100	123	83	56	104	126	126	169
gene-ACX60_RS01540	NZ_CP012004.1	321963	322490	+	528	103	126	162	79	49	89	85	89	134
gene-ACX60_RS01545	NZ_CP012004.1	322558	324723	+	2166	320	449	558	308	252	383	444	385	529
gene-ACX60_RS01550	NZ_CP012004.1	324735	325304	+	570	775	1521	1412	1042	1157	1223	982	1227	1338
gene-ACX60_RS01555	NZ_CP012004.1	325333	326415	+	1083	1953	2981	2975	2728	2857	2870	2886	3106	3136
gene-ACX60_RS01560	NZ_CP012004.1	326431	327306	+	876	1204	2002	1667	1703	1781	1739	1492	1558	1623
gene-ACX60_RS01565	NZ_CP012004.1	327767	332242	+	4476	40369	55288	55361	78693	73925	91453	78953	83282	97040
gene-ACX60_RS01570	NZ_CP012004.1	332313	333734	+	1422	10174	14466	13342	19192	19842	22271	16809	17631	20260
gene-ACX60_RS01575	NZ_CP012004.1	333908	334795	+	888	80	159	185	128	162	187	166	142	227
gene-ACX60_RS01580	NZ_CP012004.1	334926	335516	+	591	2382	3519	3861	3022	2895	3099	1855	1895	2488
gene-ACX60_RS01585	NZ_CP012004.1	335538	336620	+	1083	2469	4187	4386	3637	3410	3662	2569	2928	2986
gene-ACX60_RS01590	NZ_CP012004.1	336614	337174	+	561	458	720	867	474	424	517	290	277	342
gene-ACX60_RS01595	NZ_CP012004.1	337516	337980	+	465	60	77	124	79	61	87	95	87	112
gene-ACX60_RS01600	NZ_CP012004.1	338130	339758	+	1629	1270	1750	2048	1678	1531	2080	1904	1934	2229
gene-ACX60_RS01605	NZ_CP012004.1	339802	340266	-	465	2154	3456	4499	2808	1972	3484	2439	2484	2456
gene-ACX60_RS01610	NZ_CP012004.1	340511	340705	-	195	13	60	68	35	24	37	26	22	23
gene-ACX60_RS01615	NZ_CP012004.1	340915	341298	-	384	1668	2587	2417	1968	2116	2001	1638	1930	2096
gene-ACX60_RS01620	NZ_CP012004.1	341419	343524	-	2106	4961	7296	6890	6347	6546	6419	7318	7475	7613
gene-ACX60_RS19420	NZ_CP012004.1	343564	343694	-	131	33	56	38	52	82	39	36	31	35
gene-ACX60_RS01625	NZ_CP012004.1	343733	344011	-	279	1253	2105	2824	1914	1623	2794	1982	1824	2024
gene-ACX60_RS01630	NZ_CP012004.1	344084	344713	-	630	2080	2966	3470	2874	2732	3338	2667	2719	3191
gene-ACX60_RS01635	NZ_CP012004.1	344836	345786	+	951	1266	2013	2598	1588	1615	1918	1830	1892	2100
gene-ACX60_RS01640	NZ_CP012004.1	345956	346429	+	474	4	7	14	10	4	4	4	14	8
gene-ACX60_RS01645	NZ_CP012004.1	346423	346983	+	561	8	15	33	14	15	29	29	23	14
gene-ACX60_RS01650	NZ_CP012004.1	346984	347985	+	1002	44	86	47	53	39	53	52	59	74
gene-ACX60_RS01655	NZ_CP012004.1	347982	348800	+	819	34	63	73	39	60	47	55	43	82
gene-ACX60_RS01660	NZ_CP012004.1	348812	352666	+	3855	739	1062	1177	880	697	944	956	899	1207
gene-ACX60_RS01665	NZ_CP012004.1	352679	353161	+	483	106	126	158	119	101	122	172	154	218
gene-ACX60_RS01670	NZ_CP012004.1	353158	353583	+	426	130	178	230	139	121	164	152	199	217
gene-ACX60_RS01675	NZ_CP012004.1	353730	353981	+	252	22140	30792	34698	29774	26896	36933	26531	29630	31261
gene-ACX60_RS01680	NZ_CP012004.1	354001	354549	+	549	58848	86086	78744	84570	88487	91248	70783	77910	86803
gene-ACX60_RS01685	NZ_CP012004.1	354595	355335	+	741	48116	66845	70149	69758	67439	81075	58064	61672	69727
gene-ACX60_RS01690	NZ_CP012004.1	355543	355911	+	369	22981	32435	42555	34920	29679	46638	32877	36799	37245
gene-ACX60_RS01695	NZ_CP012004.1	355963	356904	-	942	786	1013	1106	919	742	1093	880	988	1230
gene-ACX60_RS01700	NZ_CP012004.1	357019	358053	-	1035	39	63	49	43	56	69	71	91	53
gene-ACX60_RS01705	NZ_CP012004.1	358207	359112	+	906	572	820	958	795	734	888	721	673	834
gene-ACX60_RS01710	NZ_CP012004.1	359132	359908	+	777	280	512	503	346	418	426	386	391	434
gene-ACX60_RS01715	NZ_CP012004.1	360118	360561	+	444	58	56	90	55	34	65	88	52	79
gene-ACX60_RS01720	NZ_CP012004.1	360569	361429	-	861	415	557	584	542	485	595	611	634	754
gene-ACX60_RS01725	NZ_CP012004.1	361520	362404	-	885	733	1075	1074	778	725	819	824	829	960
gene-ACX60_RS01730	NZ_CP012004.1	362503	363735	-	1233	12818	17966	18770	21001	19257	22683	19340	21529	22027
gene-ACX60_RS01735	NZ_CP012004.1	364115	365524	+	1410	4584	6444	6720	6907	6995	7041	7224	7520	8173
gene-ACX60_RS01740	NZ_CP012004.1	365620	365988	+	369	458	787	917	893	733	961	411	353	476
gene-ACX60_RS01745	NZ_CP012004.1	366033	366347	-	315	105	179	213	145	136	175	84	89	118
gene-ACX60_RS01750	NZ_CP012004.1	366361	366948	-	588	199	262	314	265	203	274	196	219	230
gene-ACX60_RS01755	NZ_CP012004.1	367173	367538	+	366	34	69	115	78	50	84	54	56	66
gene-ACX60_RS01760	NZ_CP012004.1	367908	369137	+	1230	3575	4663	5883	4021	3110	5079	5065	4742	5566
gene-ACX60_RS01765	NZ_CP012004.1	369174	371324	-	2151	288	366	403	312	295	346	397	299	389
gene-ACX60_RS01770	NZ_CP012004.1	371517	372092	-	576	2528	3699	3555	3093	2947	3353	2710	2811	3322
gene-ACX60_RS01775	NZ_CP012004.1	372208	373326	-	1119	2764	4298	4176	3548	3009	3812	4443	4626	4948
gene-ACX60_RS01780	NZ_CP012004.1	373449	374093	-	645	1414	1821	1989	1564	1354	1396	1762	1922	2244
gene-ACX60_RS01785	NZ_CP012004.1	374252	374719	+	468	78	116	135	62	39	106	73	48	79
gene-ACX60_RS01790	NZ_CP012004.1	374859	375422	+	564	410	568	754	662	711	708	318	270	350
gene-ACX60_RS01795	NZ_CP012004.1	375472	376005	-	534	364	660	645	595	702	658	412	453	541
gene-ACX60_RS01800	NZ_CP012004.1	376021	376815	-	795	422	644	781	668	624	671	470	498	509
gene-ACX60_RS01805	NZ_CP012004.1	376943	378220	+	1278	1054	1920	2099	1775	1547	1915	2669	2367	2994
gene-ACX60_RS01810	NZ_CP012004.1	378634	380067	+	1434	1032	1646	1708	1954	1960	2198	1872	1968	2256
gene-ACX60_RS01815	NZ_CP012004.1	381103	382374	+	1272	25945	40430	45593	72582	72328	81869	57662	65476	71630
gene-ACX60_RS01820	NZ_CP012004.1	382519	383733	+	1215	6136	9215	9303	13145	12509	14693	11212	12077	14529
gene-ACX60_RS01825	NZ_CP012004.1	383752	384783	+	1032	1836	2650	3095	4648	4442	5538	4682	4877	5356
gene-ACX60_RS01830	NZ_CP012004.1	384783	386252	+	1470	3705	4922	5982	7122	7623	9108	5777	6493	7919
gene-ACX60_RS01835	NZ_CP012004.1	386270	387613	+	1344	2529	3827	4337	5547	5563	6533	4284	4697	5692
gene-ACX60_RS01840	NZ_CP012004.1	387626	388600	+	975	1385	2245	2369	3822	3830	4111	3048	3397	3739
gene-ACX60_RS01845	NZ_CP012004.1	388663	389424	-	762	7411	12386	11547	10575	12522	9641	1688	1880	1953
gene-ACX60_RS01850	NZ_CP012004.1	390018	390326	+	309	56	86	177	90	89	102	57	51	65
gene-ACX60_RS01855	NZ_CP012004.1	390362	391717	+	1356	516	783	914	560	529	747	256	251	413
gene-ACX60_RS01860	NZ_CP012004.1	391816	392247	-	432	281	440	506	561	650	618	234	231	300
gene-ACX60_RS01865	NZ_CP012004.1	392342	392761	-	420	150	171	216	144	188	205	114	95	140
gene-ACX60_RS01870	NZ_CP012004.1	392910	393776	-	867	123	174	211	120	81	136	129	144	180
gene-ACX60_RS01875	NZ_CP012004.1	393885	394778	+	894	36	57	60	36	30	47	50	30	62
gene-ACX60_RS01880	NZ_CP012004.1	394781	395896	-	1116	86	141	159	99	77	102	139	120	131
gene-ACX60_RS01885	NZ_CP012004.1	396082	396291	+	210	2	1	10	0	0	4	3	6	6
gene-ACX60_RS01890	NZ_CP012004.1	396363	397193	-	831	248	301	457	180	177	216	617	700	856
gene-ACX60_RS01895	NZ_CP012004.1	397417	399486	-	2070	8559	12104	13063	12382	12101	14459	11639	13666	13327
gene-ACX60_RS01900	NZ_CP012004.1	399486	400463	-	978	6346	9071	9158	7895	7888	8920	6818	7718	8220
gene-ACX60_RS01905	NZ_CP012004.1	400833	402017	+	1185	197	337	312	260	218	321	293	346	395
gene-ACX60_RS01910	NZ_CP012004.1	402191	403453	+	1263	416	558	548	481	496	390	313	313	371
gene-ACX60_RS01915	NZ_CP012004.1	403456	404253	+	798	101	127	157	119	142	93	66	77	116
gene-ACX60_RS01920	NZ_CP012004.1	404386	405486	+	1101	449	790	687	648	418	499	499	477	581
gene-ACX60_RS01925	NZ_CP012004.1	405556	405810	-	255	1574	2940	2490	1148	1290	1293	889	1073	1128
gene-ACX60_RS01930	NZ_CP012004.1	406064	406711	+	648	647	1161	1292	1299	1259	1344	909	796	1011
gene-ACX60_RS01935	NZ_CP012004.1	406783	408606	-	1824	3051	4938	4715	3266	3127	3487	2752	2918	3228
gene-ACX60_RS01940	NZ_CP012004.1	408864	411167	+	2304	1829	2894	3115	1962	1669	2243	2080	2332	2519
gene-ACX60_RS01945	NZ_CP012004.1	411215	412003	-	789	1907	2988	3015	2808	2120	2822	2230	2373	2734
gene-ACX60_RS01950	NZ_CP012004.1	412177	413127	-	951	11960	17637	17645	12331	13331	12235	9232	10242	12586
gene-ACX60_RS01955	NZ_CP012004.1	413255	413857	-	603	1093	1610	1582	1295	1385	1192	1212	1336	1578
gene-ACX60_RS01960	NZ_CP012004.1	414161	416065	+	1905	10661	14301	15440	13110	12750	13859	12366	13038	15351
gene-ACX60_RS01965	NZ_CP012004.1	416188	417018	+	831	7307	10742	11057	9736	8564	11848	7379	8013	8955
gene-ACX60_RS01970	NZ_CP012004.1	417428	419275	+	1848	167440	222240	266503	194662	162973	226967	161841	175659	206350
gene-ACX60_RS19425	NZ_CP012004.1	419367	419552	+	186	992	1348	1898	1666	1342	1983	1734	1577	1850
gene-ACX60_RS01980	NZ_CP012004.1	419679	420497	+	819	8763	13919	12795	12517	13643	13871	9554	9926	11719
gene-ACX60_RS01985	NZ_CP012004.1	420494	421270	+	777	7393	11566	11909	11141	10836	13111	8640	9361	10841
gene-ACX60_RS01990	NZ_CP012004.1	421270	421950	+	681	6795	10756	11141	10410	10342	10741	7421	8591	9492
gene-ACX60_RS01995	NZ_CP012004.1	421977	422618	+	642	11297	17712	18986	19470	20364	19050	13874	15893	15864
gene-ACX60_RS02000	NZ_CP012004.1	422630	422917	+	288	1061	1709	2811	2294	1970	2667	2128	2331	2190
gene-ACX60_RS02005	NZ_CP012004.1	422987	424000	-	1014	694	935	1056	844	864	1119	763	801	1055
gene-ACX60_RS02010	NZ_CP012004.1	424158	424739	+	582	2260	3578	2788	3375	4433	2804	2137	2467	3112
gene-ACX60_RS02015	NZ_CP012004.1	424754	425155	+	402	454	812	836	705	671	646	383	533	663
gene-ACX60_RS02020	NZ_CP012004.1	425158	425793	-	636	456	713	819	643	502	685	612	595	650
gene-ACX60_RS02025	NZ_CP012004.1	425786	427831	-	2046	1793	2566	2618	2160	2064	2338	1908	1968	2441
gene-ACX60_RS02030	NZ_CP012004.1	427852	428667	+	816	369	546	755	570	544	661	434	474	489
gene-ACX60_RS02035	NZ_CP012004.1	428747	429733	+	987	245	354	412	286	377	353	276	219	351
gene-ACX60_RS02040	NZ_CP012004.1	429777	432350	-	2574	9405	14630	15174	14665	15329	16006	11321	12962	12994
gene-ACX60_RS02045	NZ_CP012004.1	432626	433498	+	873	2317	3273	3108	2644	2592	2626	2221	2361	2803
gene-ACX60_RS02050	NZ_CP012004.1	433605	434870	+	1266	1153	1876	1753	1440	1449	1459	1250	1381	1577
gene-ACX60_RS02055	NZ_CP012004.1	434913	435863	-	951	195	277	446	291	285	379	261	214	325
gene-ACX60_RS02060	NZ_CP012004.1	435987	436763	-	777	2647	3533	3148	2975	3192	2840	2171	2449	3002
gene-ACX60_RS02065	NZ_CP012004.1	436872	437309	-	438	336	500	642	410	349	471	433	465	555
gene-ACX60_RS02070	NZ_CP012004.1	437395	438159	-	765	366	567	584	519	444	517	421	470	477
gene-ACX60_RS19430	NZ_CP012004.1	438162	438283	-	122	0	1	0	0	0	3	0	0	0
gene-ACX60_RS02075	NZ_CP012004.1	438305	439852	-	1548	1280	2044	1977	1343	1412	1357	1055	1137	1419
